Date,Adj Close,Close,High,Low
31/03/2020,97.486,97.486,99.651,97.201
01/04/2020,95.385,95.385,97.248,94.650
02/04/2020,95.941,95.941,96.377,94.500
03/04/2020,95.329,95.329,96.316,94.457
06/04/2020,99.880,99.880,99.926,96.501
07/04/2020,100.580,100.580,101.786,99.881
08/04/2020,102.150,102.150,102.200,100.558
09/04/2020,102.138,102.138,102.650,100.883
13/04/2020,108.443,108.443,109.000,101.900
14/04/2020,114.166,114.166,114.600,109.311
15/04/2020,115.384,115.384,116.669,112.250
16/04/2020,120.410,120.410,123.050,116.750
17/04/2020,118.750,118.750,120.000,115.801
20/04/2020,119.680,119.680,122.249,119.302
21/04/2020,116.406,116.406,121.415,113.983
22/04/2020,118.174,118.174,119.700,117.550
23/04/2020,119.973,119.973,121.211,119.104
24/04/2020,120.511,120.511,121.021,119.100
27/04/2020,118.800,118.800,122.244,118.150
28/04/2020,115.704,115.704,118.675,115.300
29/04/2020,118.635,118.635,119.594,115.500
30/04/2020,123.700,123.700,123.750,119.800
01/05/2020,114.302,114.302,118.122,112.910
04/05/2020,115.799,115.799,116.349,112.819
05/05/2020,115.890,115.890,117.550,115.356
06/05/2020,117.563,117.563,117.872,116.000
07/05/2020,118.381,118.381,118.800,117.156
08/05/2020,118.980,118.980,119.362,117.850
11/05/2020,120.450,120.450,120.983,118.605
12/05/2020,117.848,117.848,120.950,117.750
13/05/2020,118.396,118.396,120.385,116.890
14/05/2020,119.442,119.442,119.568,117.660
15/05/2020,120.489,120.489,120.550,117.818
18/05/2020,121.313,121.313,121.650,119.201
19/05/2020,122.466,122.466,124.250,121.449
20/05/2020,124.897,124.897,125.001,123.364
21/05/2020,122.337,122.337,126.272,122.127
22/05/2020,121.844,121.844,123.493,121.507
26/05/2020,121.093,121.093,123.100,120.703
27/05/2020,120.520,120.520,120.679,116.500
28/05/2020,120.055,120.055,121.849,118.911
29/05/2020,122.118,122.118,122.118,119.910
01/06/2020,123.552,123.552,123.846,122.209
02/06/2020,123.620,123.620,123.676,122.266
03/06/2020,123.920,123.920,124.400,123.059
04/06/2020,123.030,123.030,125.377,122.501
05/06/2020,124.150,124.150,124.433,121.856
08/06/2020,126.203,126.203,126.500,124.367
09/06/2020,130.043,130.043,131.322,126.250
10/06/2020,132.372,132.372,136.117,131.313
11/06/2020,127.898,127.898,133.569,126.812
12/06/2020,127.251,127.251,131.074,125.168
15/06/2020,128.634,128.634,129.200,125.400
16/06/2020,130.764,130.764,131.000,128.800
17/06/2020,132.049,132.049,132.750,131.591
18/06/2020,132.699,132.699,132.982,131.805
19/06/2020,133.751,133.751,134.872,132.950
22/06/2020,135.691,135.691,135.750,133.450
23/06/2020,138.221,138.221,139.156,135.902
24/06/2020,136.720,136.720,139.800,136.050
25/06/2020,137.729,137.729,137.811,135.607
26/06/2020,134.643,134.643,139.128,134.400
29/06/2020,134.019,134.019,134.840,131.504
30/06/2020,137.941,137.941,138.482,133.751
01/07/2020,143.935,143.935,144.750,137.700
02/07/2020,144.515,144.515,147.778,143.555
06/07/2020,152.852,152.852,152.994,146.500
07/07/2020,150.006,150.006,153.477,149.500
08/07/2020,154.055,154.055,154.199,150.622
09/07/2020,159.132,159.132,159.694,153.700
10/07/2020,160.000,160.000,160.750,156.785
13/07/2020,155.200,155.200,167.214,153.419
14/07/2020,154.200,154.200,156.369,147.500
15/07/2020,150.443,150.443,154.917,148.659
16/07/2020,149.995,149.995,151.600,145.911
17/07/2020,148.098,148.098,151.200,147.423
20/07/2020,159.842,159.842,160.068,149.701
21/07/2020,156.915,156.915,162.029,155.286
22/07/2020,154.995,154.995,157.500,153.263
23/07/2020,149.327,149.327,154.913,148.500
24/07/2020,150.445,150.445,151.579,144.400
27/07/2020,152.760,152.760,154.900,150.788
28/07/2020,150.016,150.016,153.855,149.788
29/07/2020,151.676,151.676,151.958,149.839
30/07/2020,152.594,152.594,154.600,150.250
31/07/2020,158.234,158.234,162.341,157.550
03/08/2020,155.594,155.594,159.200,155.200
04/08/2020,156.941,156.941,158.362,155.061
05/08/2020,160.251,160.251,160.680,156.365
06/08/2020,161.250,161.250,162.374,158.271
07/08/2020,158.373,158.373,162.040,157.033
10/08/2020,157.408,157.408,158.626,155.076
11/08/2020,154.033,154.033,157.961,153.650
12/08/2020,158.112,158.112,158.719,155.071
13/08/2020,158.051,158.051,160.876,157.750
14/08/2020,157.401,157.401,158.912,156.000
17/08/2020,159.120,159.120,159.749,157.709
18/08/2020,165.624,165.624,166.000,160.291
19/08/2020,163.024,163.024,165.795,162.800
20/08/2020,164.868,164.868,165.631,161.900
21/08/2020,164.236,164.236,165.720,163.770
24/08/2020,165.373,165.373,169.016,162.878
25/08/2020,167.324,167.324,167.870,163.350
26/08/2020,172.092,172.092,172.587,167.229
27/08/2020,170.000,170.000,172.650,168.900
28/08/2020,170.090,170.090,171.669,169.325
31/08/2020,172.548,172.548,174.750,170.250
01/09/2020,174.956,174.956,175.693,173.350
02/09/2020,176.572,176.572,177.613,174.335
03/09/2020,168.400,168.400,174.421,165.150
04/09/2020,164.731,164.731,169.075,155.557
08/09/2020,157.492,157.492,162.542,156.500
09/09/2020,163.430,163.430,165.159,159.250
10/09/2020,158.755,158.755,167.495,158.527
11/09/2020,155.811,155.811,160.867,154.199
14/09/2020,155.148,155.148,159.370,154.800
15/09/2020,157.807,157.807,158.751,155.446
16/09/2020,153.905,153.905,159.362,153.708
17/09/2020,150.436,150.436,151.471,148.628
18/09/2020,147.745,147.745,151.890,145.277
21/09/2020,148.023,148.023,148.100,143.550
22/09/2020,156.449,156.449,156.699,150.010
23/09/2020,149.993,149.993,156.350,149.619
24/09/2020,150.990,150.990,153.465,148.250
25/09/2020,154.757,154.757,155.077,149.950
28/09/2020,158.702,158.702,158.752,155.859
29/09/2020,157.244,157.244,159.413,156.627
30/09/2020,157.436,157.436,160.644,156.699
01/10/2020,161.063,161.063,161.200,158.600
02/10/2020,156.250,156.250,159.790,156.150
05/10/2020,159.960,159.960,160.126,157.042
06/10/2020,154.998,154.998,159.100,154.500
07/10/2020,159.785,159.785,160.000,156.620
08/10/2020,159.527,159.527,161.665,158.749
09/10/2020,164.333,164.333,164.449,159.891
12/10/2020,172.146,172.146,174.812,166.977
13/10/2020,172.182,172.182,174.619,171.211
14/10/2020,168.186,168.186,173.244,167.000
15/10/2020,166.932,166.932,167.794,164.000
16/10/2020,163.635,163.635,169.983,158.000
19/10/2020,160.361,160.361,166.450,159.637
20/10/2020,160.850,160.850,163.300,159.600
21/10/2020,159.247,159.247,161.694,158.000
22/10/2020,158.820,158.820,159.938,156.097
23/10/2020,160.220,160.220,160.266,157.000
26/10/2020,160.352,160.352,164.149,157.665
27/10/2020,164.316,164.316,164.583,160.565
28/10/2020,158.139,158.139,163.201,158.124
29/10/2020,160.551,160.551,162.863,158.200
30/10/2020,151.807,151.807,158.350,150.950
02/11/2020,150.224,150.224,153.986,147.506
03/11/2020,152.421,152.421,153.745,149.049
04/11/2020,162.058,162.058,162.242,156.986
05/11/2020,166.100,166.100,168.340,164.444
06/11/2020,165.568,165.568,166.100,161.600
09/11/2020,157.187,157.187,164.450,155.605
10/11/2020,151.751,151.751,155.700,150.974
11/11/2020,156.870,156.870,156.958,152.500
12/11/2020,155.514,155.514,158.794,154.303
13/11/2020,156.441,156.441,157.086,154.270
16/11/2020,156.553,156.553,157.135,153.635
17/11/2020,156.783,156.783,159.462,156.763
18/11/2020,155.273,155.273,157.000,155.255
19/11/2020,155.851,155.851,156.250,154.046
20/11/2020,154.970,154.970,156.645,154.902
23/11/2020,154.919,154.919,156.988,153.273
24/11/2020,155.903,155.903,156.712,154.313
25/11/2020,159.253,159.253,159.900,157.013
27/11/2020,159.767,159.767,160.809,159.503
30/11/2020,158.402,158.402,161.419,156.277
01/12/2020,161.004,161.004,162.447,157.859
02/12/2020,160.176,160.176,161.600,158.663
03/12/2020,159.337,159.337,161.432,159.066
04/12/2020,158.129,158.129,159.911,157.938
07/12/2020,157.900,157.900,159.038,157.085
08/12/2020,158.865,158.865,159.206,156.001
09/12/2020,155.210,155.210,158.721,154.400
10/12/2020,155.074,155.074,157.105,153.800
11/12/2020,155.821,155.821,155.934,153.641
14/12/2020,157.848,157.848,159.523,156.300
15/12/2020,158.256,158.256,159.425,156.525
16/12/2020,162.048,162.048,162.350,158.184
17/12/2020,161.804,161.804,163.176,161.050
18/12/2020,160.083,160.083,162.471,158.580
21/12/2020,160.309,160.309,161.348,158.300
22/12/2020,160.326,160.326,161.100,159.004
23/12/2020,159.264,159.264,160.507,159.208
24/12/2020,158.635,158.635,160.100,158.450
28/12/2020,164.198,164.198,165.200,158.635
29/12/2020,166.100,166.100,167.533,164.061
30/12/2020,164.292,164.292,167.105,164.124
31/12/2020,162.846,162.846,164.146,162.060
04/01/2021,159.331,159.331,163.600,157.201
05/01/2021,160.926,160.926,161.169,158.253
06/01/2021,156.919,156.919,159.876,156.558
07/01/2021,158.108,158.108,160.427,157.750
08/01/2021,159.135,159.135,159.532,157.110
11/01/2021,155.710,155.710,157.819,155.500
12/01/2021,156.042,156.042,157.107,154.300
13/01/2021,158.294,158.294,159.497,156.104
14/01/2021,156.374,156.374,158.900,156.029
15/01/2021,155.212,155.212,157.128,154.758
19/01/2021,156.038,156.038,157.250,154.800
20/01/2021,163.169,163.169,163.990,158.750
21/01/2021,165.350,165.350,167.428,164.479
22/01/2021,164.611,164.611,166.096,164.158
25/01/2021,164.700,164.700,168.195,162.158
26/01/2021,166.307,166.307,166.900,164.143
27/01/2021,161.629,161.629,167.326,160.354
28/01/2021,161.881,161.881,165.084,161.434
29/01/2021,160.310,160.310,161.850,159.227
01/02/2021,167.144,167.144,167.513,161.751
02/02/2021,169.000,169.000,171.387,168.057
03/02/2021,165.626,165.626,171.700,165.431
04/02/2021,166.550,166.550,167.350,163.887
05/02/2021,167.607,167.607,168.850,165.135
08/02/2021,166.147,166.147,168.250,165.200
09/02/2021,165.250,165.250,166.900,164.892
10/02/2021,164.329,164.329,165.898,162.700
11/02/2021,163.107,163.107,164.600,162.403
12/02/2021,163.885,163.885,164.012,161.665
16/02/2021,163.447,163.447,165.415,162.680
17/02/2021,165.432,165.432,166.046,162.975
18/02/2021,166.411,166.411,166.900,163.697
19/02/2021,162.495,162.495,166.675,162.288
22/02/2021,159.037,159.037,161.616,158.613
23/02/2021,159.725,159.725,160.236,154.680
24/02/2021,157.977,157.977,158.561,156.269
25/02/2021,152.858,152.858,158.913,152.388
26/02/2021,154.646,154.646,156.122,151.835
01/03/2021,157.307,157.307,157.478,154.900
02/03/2021,154.727,154.727,158.176,154.356
03/03/2021,150.250,150.250,155.389,149.750
04/03/2021,148.878,148.878,152.906,147.271
05/03/2021,150.023,150.023,150.450,144.050
08/03/2021,147.598,147.598,153.230,147.566
09/03/2021,153.143,153.143,154.548,150.258
10/03/2021,152.882,152.882,155.823,151.503
11/03/2021,155.680,155.680,156.589,154.146
12/03/2021,154.475,154.475,154.949,152.275
15/03/2021,154.084,154.084,154.112,151.605
16/03/2021,154.593,154.593,156.445,153.793
17/03/2021,156.786,156.786,158.652,153.511
18/03/2021,151.400,151.400,155.831,151.250
19/03/2021,153.748,153.748,153.865,150.831
22/03/2021,155.544,155.544,156.329,153.003
23/03/2021,156.875,156.875,159.100,156.042
24/03/2021,154.354,154.354,158.016,154.258
25/03/2021,152.313,152.313,155.489,151.857
26/03/2021,152.602,152.602,152.833,149.800
29/03/2021,153.786,153.786,154.563,151.423
30/03/2021,152.764,152.764,153.650,151.700
31/03/2021,154.704,154.704,155.967,153.125
01/04/2021,158.050,158.050,158.122,155.777
05/04/2021,161.337,161.337,161.798,158.062
06/04/2021,161.191,161.191,162.365,160.852
07/04/2021,163.969,163.969,165.180,161.182
08/04/2021,164.965,164.965,166.225,164.600
09/04/2021,168.610,168.610,168.610,164.445
12/04/2021,168.969,168.969,169.752,167.557
13/04/2021,170.000,170.000,171.600,169.781
14/04/2021,166.650,166.650,170.206,166.300
15/04/2021,168.954,168.954,169.850,167.600
16/04/2021,169.972,169.972,170.340,167.779
19/04/2021,168.600,168.600,171.796,168.008
20/04/2021,166.734,166.734,169.150,165.800
21/04/2021,168.101,168.101,168.143,165.191
22/04/2021,165.452,165.452,168.643,165.072
23/04/2021,167.044,167.044,168.750,165.425
26/04/2021,170.450,170.450,171.423,166.547
27/04/2021,170.872,170.872,173.000,169.900
28/04/2021,172.925,172.925,174.494,171.250
29/04/2021,173.566,173.566,175.723,171.750
30/04/2021,173.371,173.371,177.700,173.125
03/05/2021,169.324,169.324,174.333,168.635
04/05/2021,165.594,165.594,168.399,163.607
05/05/2021,163.527,163.527,167.735,163.218
06/05/2021,165.318,165.318,165.720,162.360
07/05/2021,164.581,164.581,166.544,164.454
10/05/2021,159.525,159.525,164.150,159.500
11/05/2021,161.195,161.195,161.900,156.368
12/05/2021,157.597,157.597,160.397,156.655
13/05/2021,158.074,158.074,160.192,156.650
14/05/2021,161.145,161.145,161.443,159.150
17/05/2021,163.520,163.520,164.637,161.730
18/05/2021,161.614,161.614,165.600,161.518
19/05/2021,161.590,161.590,161.738,159.200
20/05/2021,162.384,162.384,162.984,161.809
21/05/2021,160.154,160.154,162.835,159.850
24/05/2021,162.249,162.249,162.898,160.525
25/05/2021,162.952,162.952,163.991,160.688
26/05/2021,163.258,163.258,164.786,162.926
27/05/2021,161.505,161.505,163.018,161.502
28/05/2021,161.154,161.154,162.400,160.985
01/06/2021,160.932,160.932,162.549,160.453
02/06/2021,161.699,161.699,161.750,160.400
03/06/2021,159.350,159.350,160.722,159.202
04/06/2021,160.311,160.311,161.050,159.941
07/06/2021,159.900,159.900,160.400,158.610
08/06/2021,163.206,163.206,163.977,160.900
09/06/2021,164.057,164.057,164.879,163.535
10/06/2021,167.482,167.482,167.550,164.057
11/06/2021,167.342,167.342,168.329,166.673
14/06/2021,169.193,169.193,169.250,166.775
15/06/2021,169.156,169.156,169.850,168.156
16/06/2021,170.762,170.762,171.318,168.027
17/06/2021,174.462,174.462,174.860,170.050
18/06/2021,174.345,174.345,175.350,173.686
21/06/2021,172.698,172.698,174.100,171.700
22/06/2021,175.272,175.272,176.189,172.805
23/06/2021,175.191,175.191,176.050,174.160
24/06/2021,172.454,172.454,176.243,171.542
25/06/2021,170.073,170.073,173.241,169.709
28/06/2021,172.195,172.195,172.400,170.676
29/06/2021,172.407,172.407,172.801,171.152
30/06/2021,172.008,172.008,173.580,171.750
01/07/2021,171.648,171.648,172.850,170.471
02/07/2021,175.549,175.549,175.586,171.846
